CaI	IP3	CaS	g	C	D	Robustness
0.1	0.05	1100.0	0.0	1.35	2.40625	9.69097E-4
0.1	0.05	1100.0	0.0	1.35	2.421875	0.0051430464
0.1	0.05	1100.0	0.0	1.35	2.4375	0.0066768825
0.1	0.05	1100.0	0.0	1.35	2.453125	0.0072170794
0.1	0.05	1100.0	0.0	1.35	2.46875	0.011851892
0.1	0.05	1100.0	0.0	1.35	2.484375	0.011771068
0.1	0.05	1100.0	0.0	1.35	2.5	0.015756622
0.1	0.05	1100.0	0.0	1.365625	2.234375	-0.04531586
0.1	0.05	1100.0	0.0	1.365625	2.25	-0.045427203
0.1	0.05	1100.0	0.0	1.365625	2.265625	-0.036681473
0.1	0.05	1100.0	0.0	1.365625	2.28125	-0.032506138
0.1	0.05	1100.0	0.0	1.365625	2.296875	-0.027584136
0.1	0.05	1100.0	0.0	1.365625	2.3125	-0.02431105
0.1	0.05	1100.0	0.0	1.365625	2.328125	-0.020556718
0.1	0.05	1100.0	0.0	1.365625	2.34375	-0.01675582
0.1	0.05	1100.0	0.0	1.365625	2.359375	-0.013028294
0.1	0.05	1100.0	0.0	1.365625	2.375	-0.0111180395
0.1	0.05	1100.0	0.0	1.365625	2.390625	-0.0058558285
0.1	0.05	1100.0	0.0	1.365625	2.40625	-0.004261732
0.1	0.05	1100.0	0.0	1.365625	2.421875	0.0010102093
0.1	0.05	1100.0	0.0	1.365625	2.4375	0.001840964
0.1	0.05	1100.0	0.0	1.365625	2.453125	0.004381001
0.1	0.05	1100.0	0.0	1.365625	2.46875	0.0073378384
0.1	0.05	1100.0	0.0	1.365625	2.484375	0.00711824
0.1	0.05	1100.0	0.0	1.365625	2.5	0.012340143
0.1	0.05	1100.0	0.0	1.38125	2.21875	-0.06339243
0.1	0.05	1100.0	0.0	1.38125	2.234375	-0.06336209
0.1	0.05	1100.0	0.0	1.38125	2.25	-0.053880244
0.1	0.05	1100.0	0.0	1.38125	2.265625	-0.04927823
0.1	0.05	1100.0	0.0	1.38125	2.28125	-0.044773072
0.1	0.05	1100.0	0.0	1.38125	2.296875	-0.03531927
0.1	0.05	1100.0	0.0	1.38125	2.3125	-0.027048782
0.1	0.05	1100.0	0.0	1.38125	2.328125	-0.024165735
0.1	0.05	1100.0	0.0	1.38125	2.34375	-0.021124467
0.1	0.05	1100.0	0.0	1.38125	2.359375	-0.018289685
0.1	0.05	1100.0	0.0	1.38125	2.375	-0.016498387
0.1	0.05	1100.0	0.0	1.38125	2.390625	-0.012863547
0.1	0.05	1100.0	0.0	1.38125	2.40625	-0.010271981
0.1	0.05	1100.0	0.0	1.38125	2.421875	-0.007756397
0.1	0.05	1100.0	0.0	1.38125	2.4375	-0.0046675205
0.1	0.05	1100.0	0.0	1.38125	2.453125	-0.0011143088
0.1	0.05	1100.0	0.0	1.38125	2.46875	0.002374947
0.1	0.05	1100.0	0.0	1.38125	2.484375	0.0036340058
0.1	0.05	1100.0	0.0	1.38125	2.5	0.007973075
0.1	0.05	1100.0	0.0	1.396875	2.203125	-0.08308974
0.1	0.05	1100.0	0.0	1.396875	2.21875	-0.08220181
0.1	0.05	1100.0	0.0	1.396875	2.234375	-0.07271087
0.1	0.05	1100.0	0.0	1.396875	2.25	-0.06767374
0.1	0.05	1100.0	0.0	1.396875	2.265625	-0.06274584
0.1	0.05	1100.0	0.0	1.396875	2.28125	-0.053176075
0.1	0.05	1100.0	0.0	1.396875	2.296875	-0.04108885
0.1	0.05	1100.0	0.0	1.396875	2.3125	-0.029067904
0.1	0.05	1100.0	0.0	1.396875	2.328125	-0.03065586
0.1	0.05	1100.0	0.0	1.396875	2.34375	-0.025084376
0.1	0.05	1100.0	0.0	1.396875	2.359375	-0.021907598
0.1	0.05	1100.0	0.0	1.396875	2.375	-0.021334767
0.1	0.05	1100.0	0.0	1.396875	2.390625	-0.015647009
0.1	0.05	1100.0	0.0	1.396875	2.40625	-0.015372217
0.1	0.05	1100.0	0.0	1.396875	2.421875	-0.0107090175
0.1	0.05	1100.0	0.0	1.396875	2.4375	-0.008362934
0.1	0.05	1100.0	0.0	1.396875	2.453125	-0.0060106516
0.1	0.05	1100.0	0.0	1.396875	2.46875	-0.0037532598
0.1	0.05	1100.0	0.0	1.396875	2.484375	-0.0015542358
0.1	0.05	1100.0	0.0	1.396875	2.5	5.912185E-4
0.1	0.05	1100.0	0.0	1.4125	1.5	-73.466385
0.1	0.05	1100.0	0.0	1.4125	1.75	-64.87257
0.1	0.05	1100.0	0.0	1.4125	2.1875	-0.10438934
0.1	0.05	1100.0	0.0	1.4125	2.203125	-0.10193494
0.1	0.05	1100.0	0.0	1.4125	2.21875	-0.093124926
0.1	0.05	1100.0	0.0	1.4125	2.234375	-0.08765906
0.1	0.05	1100.0	0.0	1.4125	2.25	-0.06439972
0.1	0.05	1100.0	0.0	1.4125	2.265625	-0.07192311
0.1	0.05	1100.0	0.0	1.4125	2.28125	-0.05959046
0.1	0.05	1100.0	0.0	1.4125	2.296875	-0.04733017
0.1	0.05	1100.0	0.0	1.4125	2.3125	-0.041920066
0.1	0.05	1100.0	0.0	1.4125	2.328125	-0.042876393
0.1	0.05	1100.0	0.0	1.4125	2.34375	-0.032261163
0.1	0.05	1100.0	0.0	1.4125	2.359375	-0.027941048
0.1	0.05	1100.0	0.0	1.4125	2.375	-0.026664525
0.1	0.05	1100.0	0.0	1.4125	2.390625	-0.019795015
0.1	0.05	1100.0	0.0	1.4125	2.40625	-0.021255612
0.1	0.05	1100.0	0.0	1.4125	2.421875	-0.0132033825
0.1	0.05	1100.0	0.0	1.4125	2.4375	-0.013732865
0.1	0.05	1100.0	0.0	1.4125	2.453125	-0.008692652
0.1	0.05	1100.0	0.0	1.4125	2.46875	-0.007084906
0.1	0.05	1100.0	0.0	1.4125	2.484375	-0.004372582
0.1	0.05	1100.0	0.0	1.4125	2.5	-0.002278477
0.1	0.05	1100.0	0.0	1.428125	2.171875	-0.115487605
0.1	0.05	1100.0	0.0	1.428125	2.1875	-0.10259548
0.1	0.05	1100.0	0.0	1.428125	2.203125	-0.10969564
0.1	0.05	1100.0	0.0	1.428125	2.21875	-0.09693155
0.1	0.05	1100.0	0.0	1.428125	2.234375	-0.08424038
0.1	0.05	1100.0	0.0	1.428125	2.25	-0.09153715
0.1	0.05	1100.0	0.0	1.428125	2.265625	-0.0789614
0.1	0.05	1100.0	0.0	1.428125	2.28125	-0.06671989
0.1	0.05	1100.0	0.0	1.428125	2.296875	-0.06134057
0.1	0.05	1100.0	0.0	1.428125	2.3125	-0.06154141
0.1	0.05	1100.0	0.0	1.428125	2.328125	-0.05087012
0.1	0.05	1100.0	0.0	1.428125	2.34375	-0.04577464
0.1	0.05	1100.0	0.0	1.428125	2.359375	-0.044633806
0.1	0.05	1100.0	0.0	1.428125	2.375	-0.035858124
0.1	0.05	1100.0	0.0	1.428125	2.390625	-0.03102991
0.1	0.05	1100.0	0.0	1.428125	2.40625	-0.027346894
0.1	0.05	1100.0	0.0	1.428125	2.421875	-0.02162546
0.1	0.05	1100.0	0.0	1.428125	2.4375	-0.01927331
0.1	0.05	1100.0	0.0	1.428125	2.453125	-0.012555838
0.1	0.05	1100.0	0.0	1.428125	2.46875	-0.012179479
0.1	0.05	1100.0	0.0	1.428125	2.484375	-0.008517891
0.1	0.05	1100.0	0.0	1.428125	2.5	-0.005865127
0.1	0.05	1100.0	0.0	1.44375	2.15625	-0.13720432
0.1	0.05	1100.0	0.0	1.44375	2.171875	-0.12514266
0.1	0.05	1100.0	0.0	1.44375	2.1875	-0.11867496
0.1	0.05	1100.0	0.0	1.44375	2.203125	-0.11788228
0.1	0.05	1100.0	0.0	1.44375	2.21875	-0.106098086
0.1	0.05	1100.0	0.0	1.44375	2.234375	-0.09998146
0.1	0.05	1100.0	0.0	1.44375	2.25	-0.099181
0.1	0.05	1100.0	0.0	1.44375	2.265625	-0.08807427
0.1	0.05	1100.0	0.0	1.44375	2.28125	-0.08227974
0.1	0.05	1100.0	0.0	1.44375	2.296875	-0.08105627
0.1	0.05	1100.0	0.0	1.44375	2.3125	-0.070991635
0.1	0.05	1100.0	0.0	1.44375	2.328125	-0.06548908
0.1	0.05	1100.0	0.0	1.44375	2.34375	-0.06345603
0.1	0.05	1100.0	0.0	1.44375	2.359375	-0.054779768
0.1	0.05	1100.0	0.0	1.44375	2.375	-0.049557835
0.1	0.05	1100.0	0.0	1.44375	2.390625	-0.032465965
0.1	0.05	1100.0	0.0	1.44375	2.40625	-0.034117848
0.1	0.05	1100.0	0.0	1.44375	2.421875	-0.027515039
0.1	0.05	1100.0	0.0	1.44375	2.4375	-0.025079966
0.1	0.05	1100.0	0.0	1.44375	2.453125	-0.022675753
0.1	0.05	1100.0	0.0	1.44375	2.46875	-0.02002877
0.1	0.05	1100.0	0.0	1.44375	2.484375	-0.015383601
0.1	0.05	1100.0	0.0	1.44375	2.5	-0.010819107
0.1	0.05	1100.0	0.0	1.459375	2.140625	-0.15768126
0.1	0.05	1100.0	0.0	1.459375	2.15625	-0.15063474
0.1	0.05	1100.0	0.0	1.459375	2.171875	-0.14371666
0.1	0.05	1100.0	0.0	1.459375	2.1875	-0.13692537
0.1	0.05	1100.0	0.0	1.459375	2.203125	-0.13025054
0.1	0.05	1100.0	0.0	1.459375	2.21875	-0.12369767
0.1	0.05	1100.0	0.0	1.459375	2.234375	-0.12024006
0.1	0.05	1100.0	0.0	1.459375	2.25	-0.11093244
0.1	0.05	1100.0	0.0	1.459375	2.265625	-0.104718834
0.1	0.05	1100.0	0.0	1.459375	2.28125	-0.09861073
0.1	0.05	1100.0	0.0	1.459375	2.296875	-0.09260857
0.1	0.05	1100.0	0.0	1.459375	2.3125	-0.08670312
0.1	0.05	1100.0	0.0	1.459375	2.328125	-0.08089742
0.1	0.05	1100.0	0.0	1.459375	2.34375	-0.07047558
0.1	0.05	1100.0	0.0	1.459375	2.359375	-0.057914674
0.1	0.05	1100.0	0.0	1.459375	2.375	-0.04541403
0.1	0.05	1100.0	0.0	1.459375	2.390625	-0.052871495
0.1	0.05	1100.0	0.0	1.459375	2.40625	-0.040464044
0.1	0.05	1100.0	0.0	1.459375	2.421875	-0.028421447
0.1	0.05	1100.0	0.0	1.459375	2.4375	-0.03077726
0.1	0.05	1100.0	0.0	1.459375	2.453125	-0.024057373
0.1	0.05	1100.0	0.0	1.459375	2.46875	-0.0227402
0.1	0.05	1100.0	0.0	1.459375	2.484375	-0.01974842
0.1	0.05	1100.0	0.0	1.459375	2.5	-0.017621994
0.1	0.05	1100.0	0.0	1.475	1.5	-75.83493
0.1	0.05	1100.0	0.0	1.475	1.75	-67.308655
0.1	0.05	1100.0	0.0	1.475	2.125	-0.16516319
0.1	0.05	1100.0	0.0	1.475	2.140625	-0.15765926
0.1	0.05	1100.0	0.0	1.475	2.15625	-0.15588912
0.1	0.05	1100.0	0.0	1.475	2.171875	-0.14304927
0.1	0.05	1100.0	0.0	1.475	2.1875	-0.14886054
0.1	0.05	1100.0	0.0	1.475	2.203125	-0.13547185
0.1	0.05	1100.0	0.0	1.475	2.21875	-0.122167856
0.1	0.05	1100.0	0.0	1.475	2.234375	-0.12887779
0.1	0.05	1100.0	0.0	1.475	2.25	-0.11570606
0.1	0.05	1100.0	0.0	1.475	2.265625	-0.102610916
0.1	0.05	1100.0	0.0	1.475	2.28125	-0.10951391
0.1	0.05	1100.0	0.0	1.475	2.296875	-0.09653869
0.1	0.05	1100.0	0.0	1.475	2.3125	-0.083633095
0.1	0.05	1100.0	0.0	1.475	2.328125	-0.09071332
0.1	0.05	1100.0	0.0	1.475	2.34375	-0.07791725
0.1	0.05	1100.0	0.0	1.475	2.359375	-0.0651927
0.1	0.05	1100.0	0.0	1.475	2.375	-0.07243666
0.1	0.05	1100.0	0.0	1.475	2.390625	-0.059806556
0.1	0.05	1100.0	0.0	1.475	2.40625	-0.04799539
0.1	0.05	1100.0	0.0	1.475	2.421875	-0.04244247
0.1	0.05	1100.0	0.0	1.475	2.4375	-0.04217708
0.1	0.05	1100.0	0.0	1.475	2.453125	-0.0315803
0.1	0.05	1100.0	0.0	1.475	2.46875	-0.028146625
0.1	0.05	1100.0	0.0	1.475	2.484375	-0.025000036
0.1	0.05	1100.0	0.0	1.475	2.5	-0.020660251
0.1	0.05	1100.0	0.0	1.490625	2.109375	-0.17411944
0.1	0.05	1100.0	0.0	1.490625	2.125	-0.16616878
0.1	0.05	1100.0	0.0	1.490625	2.140625	-0.15834913
0.1	0.05	1100.0	0.0	1.490625	2.15625	-0.17061076
0.1	0.05	1100.0	0.0	1.490625	2.171875	-0.16304365
0.1	0.05	1100.0	0.0	1.490625	2.1875	-0.15842143
0.1	0.05	1100.0	0.0	1.490625	2.203125	-0.14829442
0.1	0.05	1100.0	0.0	1.490625	2.21875	-0.14110807
0.1	0.05	1100.0	0.0	1.490625	2.234375	-0.13790908
0.1	0.05	1100.0	0.0	1.490625	2.25	-0.12709549
0.1	0.05	1100.0	0.0	1.490625	2.265625	-0.120256335
0.1	0.05	1100.0	0.0	1.490625	2.28125	-0.11802557
0.1	0.05	1100.0	0.0	1.490625	2.296875	-0.10691431
0.1	0.05	1100.0	0.0	1.490625	2.3125	-0.10040268
0.1	0.05	1100.0	0.0	1.490625	2.328125	-0.09872076
0.1	0.05	1100.0	0.0	1.490625	2.34375	-0.0876846
0.1	0.05	1100.0	0.0	1.490625	2.359375	-0.081472605
0.1	0.05	1100.0	0.0	1.490625	2.375	-0.07994756
0.1	0.05	1100.0	0.0	1.490625	2.390625	-0.06933227
0.1	0.05	1100.0	0.0	1.490625	2.40625	-0.06340209
0.1	0.05	1100.0	0.0	1.490625	2.421875	-0.06166938
0.1	0.05	1100.0	0.0	1.490625	2.4375	-0.051793814
0.1	0.05	1100.0	0.0	1.490625	2.453125	-0.046118855
0.1	0.05	1100.0	0.0	1.490625	2.46875	-0.043858677
0.1	0.05	1100.0	0.0	1.490625	2.484375	-0.035016388
0.1	0.05	1100.0	0.0	1.490625	2.5	-0.029586524
0.1	0.05	1100.0	0.0	1.50625	2.09375	-0.18445644
0.1	0.05	1100.0	0.0	1.50625	2.109375	-0.19370815
0.1	0.05	1100.0	0.0	1.50625	2.125	-0.18778715
0.1	0.05	1100.0	0.0	1.50625	2.140625	-0.16918626
0.1	0.05	1100.0	0.0	1.50625	2.15625	-0.1716334
0.1	0.05	1100.0	0.0	1.50625	2.171875	-0.16375157
0.1	0.05	1100.0	0.0	1.50625	2.1875	-0.15599921
0.1	0.05	1100.0	0.0	1.50625	2.203125	-0.15461484
0.1	0.05	1100.0	0.0	1.50625	2.21875	-0.14095595
0.1	0.05	1100.0	0.0	1.50625	2.234375	-0.1473203
0.1	0.05	1100.0	0.0	1.50625	2.25	-0.13379821
0.1	0.05	1100.0	0.0	1.50625	2.265625	-0.120364875
0.1	0.05	1100.0	0.0	1.50625	2.28125	-0.12692466
0.1	0.05	1100.0	0.0	1.50625	2.296875	-0.113610655
0.1	0.05	1100.0	0.0	1.50625	2.3125	-0.118305236
0.1	0.05	1100.0	0.0	1.50625	2.328125	-0.11159751
0.1	0.05	1100.0	0.0	1.50625	2.34375	-0.104990155
0.1	0.05	1100.0	0.0	1.50625	2.359375	-0.09848583
0.1	0.05	1100.0	0.0	1.50625	2.375	-0.09207761
0.1	0.05	1100.0	0.0	1.50625	2.390625	-0.08576253
0.1	0.05	1100.0	0.0	1.50625	2.40625	-0.079538554
0.1	0.05	1100.0	0.0	1.50625	2.421875	-0.07340717
0.1	0.05	1100.0	0.0	1.50625	2.4375	-0.067361206
0.1	0.05	1100.0	0.0	1.50625	2.453125	-0.061403364
0.1	0.05	1100.0	0.0	1.50625	2.46875	-0.050804466
0.1	0.05	1100.0	0.0	1.50625	2.484375	-0.038172126
0.1	0.05	1100.0	0.0	1.50625	2.5	-0.031747118
0.1	0.05	1100.0	0.0	1.521875	2.078125	-0.2130498
0.1	0.05	1100.0	0.0	1.521875	2.09375	-0.20721272
0.1	0.05	1100.0	0.0	1.521875	2.109375	-0.18760595
0.1	0.05	1100.0	0.0	1.521875	2.125	-0.18487367
0.1	0.05	1100.0	0.0	1.521875	2.140625	-0.18163076
0.1	0.05	1100.0	0.0	1.521875	2.15625	-0.17331913
0.1	0.05	1100.0	0.0	1.521875	2.171875	-0.165135
0.1	0.05	1100.0	0.0	1.521875	2.1875	-0.15707996
0.1	0.05	1100.0	0.0	1.521875	2.203125	-0.16909459
0.1	0.05	1100.0	0.0	1.521875	2.21875	-0.1612818
0.1	0.05	1100.0	0.0	1.521875	2.234375	-0.15710613
0.1	0.05	1100.0	0.0	1.521875	2.25	-0.14603153
0.1	0.05	1100.0	0.0	1.521875	2.265625	-0.1385872
0.1	0.05	1100.0	0.0	1.521875	2.28125	-0.13619873
0.1	0.05	1100.0	0.0	1.521875	2.296875	-0.124043554
0.1	0.05	1100.0	0.0	1.521875	2.3125	-0.1169391
0.1	0.05	1100.0	0.0	1.521875	2.328125	-0.11589572
0.1	0.05	1100.0	0.0	1.521875	2.34375	-0.10304639
0.1	0.05	1100.0	0.0	1.521875	2.359375	-0.10932276
0.1	0.05	1100.0	0.0	1.521875	2.375	-0.0961442
0.1	0.05	1100.0	0.0	1.521875	2.390625	-0.08304286
0.1	0.05	1100.0	0.0	1.521875	2.40625	-0.08991513
0.1	0.05	1100.0	0.0	1.521875	2.421875	-0.07691121
0.1	0.05	1100.0	0.0	1.521875	2.4375	-0.063973546
0.1	0.05	1100.0	0.0	1.521875	2.453125	-0.07100043
0.1	0.05	1100.0	0.0	1.521875	2.46875	-0.058152437
0.1	0.05	1100.0	0.0	1.521875	2.484375	-0.04537055
0.1	0.05	1100.0	0.0	1.521875	2.5	-0.052543044
0.1	0.05	1100.0	0.0	1.5375	1.75	-69.627525
0.1	0.05	1100.0	0.0	1.5375	2.0625	-0.22656414
0.1	0.05	1100.0	0.0	1.5375	2.078125	-0.2159088
0.1	0.05	1100.0	0.0	1.5375	2.09375	-0.20504561
0.1	0.05	1100.0	0.0	1.5375	2.109375	-0.20168838
0.1	0.05	1100.0	0.0	1.5375	2.125	-0.19293508
0.1	0.05	1100.0	0.0	1.5375	2.140625	-0.18423823
0.1	0.05	1100.0	0.0	1.5375	2.15625	-0.19334987
0.1	0.05	1100.0	0.0	1.5375	2.171875	-0.18710157
0.1	0.05	1100.0	0.0	1.5375	2.1875	-0.16812542
0.1	0.05	1100.0	0.0	1.5375	2.203125	-0.17048958
0.1	0.05	1100.0	0.0	1.5375	2.21875	-0.16237423
0.1	0.05	1100.0	0.0	1.5375	2.234375	-0.16725221
0.1	0.05	1100.0	0.0	1.5375	2.25	-0.15338257
0.1	0.05	1100.0	0.0	1.5375	2.265625	-0.13960329
0.1	0.05	1100.0	0.0	1.5375	2.28125	-0.1458343
0.1	0.05	1100.0	0.0	1.5375	2.296875	-0.14360198
0.1	0.05	1100.0	0.0	1.5375	2.3125	-0.13619587
0.1	0.05	1100.0	0.0	1.5375	2.328125	-0.12890342
0.1	0.05	1100.0	0.0	1.5375	2.34375	-0.12171933
0.1	0.05	1100.0	0.0	1.5375	2.359375	-0.118145734
0.1	0.05	1100.0	0.0	1.5375	2.375	-0.10765168
0.1	0.05	1100.0	0.0	1.5375	2.390625	-0.10076812
0.1	0.05	1100.0	0.0	1.5375	2.40625	-0.09826559
0.1	0.05	1100.0	0.0	1.5375	2.421875	-0.08728382
0.1	0.05	1100.0	0.0	1.5375	2.4375	-0.080677986
0.1	0.05	1100.0	0.0	1.5375	2.453125	-0.07888618
0.1	0.05	1100.0	0.0	1.5375	2.46875	-0.067735255
0.1	0.05	1100.0	0.0	1.5375	2.484375	-0.061393738
0.1	0.05	1100.0	0.0	1.5375	2.5	-0.059968412
0.1	0.05	1100.0	0.0	1.553125	2.046875	-48.13766
0.1	0.05	1100.0	0.0	1.553125	2.0625	-0.23913977
0.1	0.05	1100.0	0.0	1.553125	2.078125	-0.22000393
0.1	0.05	1100.0	0.0	1.553125	2.09375	-0.21367869
0.1	0.05	1100.0	0.0	1.553125	2.109375	-0.20514259
0.1	0.05	1100.0	0.0	1.553125	2.125	-0.21413228
0.1	0.05	1100.0	0.0	1.553125	2.140625	-0.20735845
0.1	0.05	1100.0	0.0	1.553125	2.15625	-0.187772
0.1	0.05	1100.0	0.0	1.553125	2.171875	-0.18467185
0.1	0.05	1100.0	0.0	1.553125	2.1875	-0.18105957
0.1	0.05	1100.0	0.0	1.553125	2.203125	-0.17252335
0.1	0.05	1100.0	0.0	1.553125	2.21875	-0.1641148
0.1	0.05	1100.0	0.0	1.553125	2.234375	-0.17381093
0.1	0.05	1100.0	0.0	1.553125	2.25	-0.16761443
0.1	0.05	1100.0	0.0	1.553125	2.265625	-0.15957072
0.1	0.05	1100.0	0.0	1.553125	2.28125	-0.15582862
0.1	0.05	1100.0	0.0	1.553125	2.296875	-0.14384034
0.1	0.05	1100.0	0.0	1.553125	2.3125	-0.136152
0.1	0.05	1100.0	0.0	1.553125	2.328125	-0.13454202
0.1	0.05	1100.0	0.0	1.553125	2.34375	-0.12110379
0.1	0.05	1100.0	0.0	1.553125	2.359375	-0.12732992
0.1	0.05	1100.0	0.0	1.553125	2.375	-0.11383745
0.1	0.05	1100.0	0.0	1.553125	2.390625	-0.10042271
0.1	0.05	1100.0	0.0	1.553125	2.40625	-0.10698286
0.1	0.05	1100.0	0.0	1.553125	2.421875	-0.09931755
0.1	0.05	1100.0	0.0	1.553125	2.4375	-0.09833419
0.1	0.05	1100.0	0.0	1.553125	2.453125	-0.09154135
0.1	0.05	1100.0	0.0	1.553125	2.46875	-0.08484179
0.1	0.05	1100.0	0.0	1.553125	2.484375	-0.07822469
0.1	0.05	1100.0	0.0	1.553125	2.5	-0.07169181
0.1	0.05	1100.0	0.0	1.56875	2.03125	-61.97693
0.1	0.05	1100.0	0.0	1.56875	2.046875	-61.09742
0.1	0.05	1100.0	0.0	1.56875	2.0625	-53.24093
0.1	0.05	1100.0	0.0	1.56875	2.078125	-0.2580835
0.1	0.05	1100.0	0.0	1.56875	2.09375	-0.23166826
0.1	0.05	1100.0	0.0	1.56875	2.109375	-0.22515216
0.1	0.05	1100.0	0.0	1.56875	2.125	-0.2094551
0.1	0.05	1100.0	0.0	1.56875	2.140625	-0.20628479
0.1	0.05	1100.0	0.0	1.56875	2.15625	-0.20193204
0.1	0.05	1100.0	0.0	1.56875	2.171875	-0.19292119
0.1	0.05	1100.0	0.0	1.56875	2.1875	-0.1839939
0.1	0.05	1100.0	0.0	1.56875	2.203125	-0.19295898
0.1	0.05	1100.0	0.0	1.56875	2.21875	-0.18641803
0.1	0.05	1100.0	0.0	1.56875	2.234375	-0.16707537
0.1	0.05	1100.0	0.0	1.56875	2.25	-0.16936877
0.1	0.05	1100.0	0.0	1.56875	2.265625	-0.16102955
0.1	0.05	1100.0	0.0	1.56875	2.28125	-0.16617414
0.1	0.05	1100.0	0.0	1.56875	2.296875	-0.15218917
0.1	0.05	1100.0	0.0	1.56875	2.3125	-0.1382918
0.1	0.05	1100.0	0.0	1.56875	2.328125	-0.14883623
0.1	0.05	1100.0	0.0	1.56875	2.34375	-0.14107391
0.1	0.05	1100.0	0.0	1.56875	2.359375	-0.13687012
0.1	0.05	1100.0	0.0	1.56875	2.375	-0.12587819
0.1	0.05	1100.0	0.0	1.56875	2.390625	-0.11843553
0.1	0.05	1100.0	0.0	1.56875	2.40625	-0.11605492
0.1	0.05	1100.0	0.0	1.56875	2.421875	-0.103848845
0.1	0.05	1100.0	0.0	1.56875	2.4375	-0.096698076
0.1	0.05	1100.0	0.0	1.56875	2.453125	-0.09575847
0.1	0.05	1100.0	0.0	1.56875	2.46875	-0.0826734
0.1	0.05	1100.0	0.0	1.56875	2.484375	-0.0891439
0.1	0.05	1100.0	0.0	1.56875	2.5	-0.07594353
0.1	0.05	1100.0	0.0	1.584375	2.046875	-62.21193
0.1	0.05	1100.0	0.0	1.584375	2.0625	-61.315857
0.1	0.05	1100.0	0.0	1.584375	2.078125	-57.324814
0.1	0.05	1100.0	0.0	1.584375	2.09375	-0.25955734
0.1	0.05	1100.0	0.0	1.584375	2.109375	-0.23014733
0.1	0.05	1100.0	0.0	1.584375	2.125	-0.22339281
0.1	0.05	1100.0	0.0	1.584375	2.140625	-0.21485367
0.1	0.05	1100.0	0.0	1.584375	2.15625	-0.2058123
0.1	0.05	1100.0	0.0	1.584375	2.171875	-0.2150087
0.1	0.05	1100.0	0.0	1.584375	2.1875	-0.19142017
0.1	0.05	1100.0	0.0	1.584375	2.203125	-0.18786338
0.1	0.05	1100.0	0.0	1.584375	2.21875	-0.18443117
0.1	0.05	1100.0	0.0	1.584375	2.234375	-0.18048242
0.1	0.05	1100.0	0.0	1.584375	2.25	-0.17173514
0.1	0.05	1100.0	0.0	1.584375	2.265625	-0.1631175
0.1	0.05	1100.0	0.0	1.584375	2.28125	-0.17227092
0.1	0.05	1100.0	0.0	1.584375	2.296875	-0.16617557
0.1	0.05	1100.0	0.0	1.584375	2.3125	-0.15790883
0.1	0.05	1100.0	0.0	1.584375	2.328125	-0.15459153
0.1	0.05	1100.0	0.0	1.584375	2.34375	-0.1417186
0.1	0.05	1100.0	0.0	1.584375	2.359375	-0.14675215
0.1	0.05	1100.0	0.0	1.584375	2.375	-0.13294384
0.1	0.05	1100.0	0.0	1.584375	2.390625	-0.11921492
0.1	0.05	1100.0	0.0	1.584375	2.40625	-0.12547609
0.1	0.05	1100.0	0.0	1.584375	2.421875	-0.123072475
0.1	0.05	1100.0	0.0	1.584375	2.4375	-0.11824152
0.1	0.05	1100.0	0.0	1.584375	2.453125	-0.10831538
0.1	0.05	1100.0	0.0	1.584375	2.46875	-0.101077825
0.1	0.05	1100.0	0.0	1.584375	2.484375	-0.0978193
0.1	0.05	1100.0	0.0	1.584375	2.5	-0.08686927
0.1	0.05	1100.0	0.0	1.6	1.5	-80.21529
0.1	0.05	1100.0	0.0	1.6	1.75	-71.83932
0.1	0.05	1100.0	0.0	1.6	2.0625	-62.44876
0.1	0.05	1100.0	0.0	1.6	2.078125	-61.52558
0.1	0.05	1100.0	0.0	1.6	2.09375	-58.123314
0.1	0.05	1100.0	0.0	1.6	2.109375	-0.3232365
0.1	0.05	1100.0	0.0	1.6	2.125	-0.23429707
0.1	0.05	1100.0	0.0	1.6	2.140625	-0.23477581
0.1	0.05	1100.0	0.0	1.6	2.15625	-0.21441671
0.1	0.05	1100.0	0.0	1.6	2.171875	-0.21104977
0.1	0.05	1100.0	0.0	1.6	2.1875	-0.20730248
0.1	0.05	1100.0	0.0	1.6	2.203125	-0.20210591
0.1	0.05	1100.0	0.0	1.6	2.21875	-0.1928648
0.1	0.05	1100.0	0.0	1.6	2.234375	-0.18372473
0.1	0.05	1100.0	0.0	1.6	2.25	-0.19254181
0.1	0.05	1100.0	0.0	1.6	2.265625	-0.18573555
0.1	0.05	1100.0	0.0	1.6	2.28125	-0.16603133
0.1	0.05	1100.0	0.0	1.6	2.296875	-0.16827092
0.1	0.05	1100.0	0.0	1.6	2.3125	-0.15972129
0.1	0.05	1100.0	0.0	1.6	2.328125	-0.1651248
0.1	0.05	1100.0	0.0	1.6	2.34375	-0.15102878
0.1	0.05	1100.0	0.0	1.6	2.359375	-0.15472546
0.1	0.05	1100.0	0.0	1.6	2.375	-0.14662537
0.1	0.05	1100.0	0.0	1.6	2.390625	-0.13863346
0.1	0.05	1100.0	0.0	1.6	2.40625	-0.13523206
0.1	0.05	1100.0	0.0	1.6	2.421875	-0.12295464
0.1	0.05	1100.0	0.0	1.6	2.4375	-0.12349892
0.1	0.05	1100.0	0.0	1.6	2.453125	-0.11403993
0.1	0.05	1100.0	0.0	1.6	2.46875	-0.100448936
0.1	0.05	1100.0	0.0	1.6	2.484375	-0.10683802
